State,year,SO2,NO2,PM2.5
Delhi,2011,7.823042280326211,50.856588872613564,180.47214572600623
Delhi,2012,7.934732095141026,52.30219072446542,183.2314049852655
Delhi,2013,6.4152594935998355,46.01681810103541,180.89395812752772
Delhi,2014,6.7644241569406045,44.64259975400326,175.5059471852235
Delhi,2015,10.054811693900522,45.754856820418496,152.99503250613145
Delhi,2016,13.309524278244325,43.28070319394607,121.36958187026546
Delhi,2017,13.959884542351958,46.54168595333336,121.04973992555405
Delhi,2018,13.497754336343393,46.74489931276587,112.13755520280407
Delhi,2019,14.097084471186005,45.34445710165826,105.62371937015808
Delhi,2020,14.191562844073946,33.03644017831464,78.73446448975783
Goa,2011,8.33688770768205,14.663765370670781,79.54161573602408
Goa,2012,8.51083100676928,14.576584294203094,79.95218201163416
Goa,2013,7.056346464987403,11.911529851919868,53.18609324438791
Goa,2014,6.576033712619415,11.456769567568477,54.02735872281193
Goa,2015,4.303384993036977,9.42455081998004,54.76780274634465
Goa,2016,2.0867215864419957,7.498129786900265,55.4578696603285
Goa,2017,2.0867215864419957,5.518809896566162,56.173125129086785
Goa,2018,2.0867215864419957,3.5394900062320547,56.88838059784507
Goa,2019,2.0867215864419957,1.560170115897948,57.60363606660334
Goa,2020,2.0867215864419957,1.560170115897948,58.31889153536163
Gujarat,2011,15.44219361787075,24.613282144000586,90.7497321367139
Gujarat,2012,15.980914591272,25.814817698519043,95.87246594352429
Gujarat,2013,13.500668531655442,19.4991351648749,87.54462445355755
Gujarat,2014,14.934123016197773,20.486985323708815,86.73968960905167
Gujarat,2015,14.563224756103072,20.76352076829893,86.83615168401029
Gujarat,2016,14.684451957645962,20.922978250456474,84.67792144087107
Gujarat,2017,20.096410483854378,22.24001392639958,86.77788963272722
Gujarat,2018,19.37688424254091,28.928643464258663,82.05468511415859
Gujarat,2019,19.150941263816673,29.725804639200522,79.59260077085182
Gujarat,2020,13.48925607946326,22.326435057723483,76.42167995962079
Haryana,2011,12.872506359987131,19.328315089969507,152.66322463519114
Haryana,2012,10.697749848925385,19.55760234386601,156.97312943565544
Haryana,2013,10.60662694401147,17.050566994519354,156.17166420479478
Haryana,2014,11.002712503419453,17.235828993220743,136.53641513586234
Haryana,2015,11.346011732204843,30.600678603259485,119.00137659489631
Haryana,2016,11.689310960990234,43.96552821329823,101.4663380539303
Haryana,2017,12.243232802407023,55.532099253779805,86.91006137762484
Haryana,2018,12.624014448075638,68.84506618373662,47.85406558405755
Haryana,2019,13.687864586894925,81.02756564794004,24.44673931103825
Haryana,2020,13.155349876866513,90.3314729293406,24.44673931103825
Himachal Pradesh,2011,2.925651692354414,12.621318568863307,92.50395338201149
Himachal Pradesh,2012,2.5308471783955624,14.376970414922937,101.40880211869049
Himachal Pradesh,2013,2.1283501670323175,14.06956749119368,90.53115205460955
Himachal Pradesh,2014,2.111288995201045,14.689019471054825,89.97253217460636
Himachal Pradesh,2015,2.3389227032222064,13.383382495397978,81.27365275482983
Himachal Pradesh,2016,2.6343409518878085,12.794767256915964,81.35329753681287
Himachal Pradesh,2017,2.8958669302311897,11.847641149846535,77.04368021791615
Himachal Pradesh,2018,3.157392908574571,10.900515042777107,72.73406289901943
Himachal Pradesh,2019,3.4189188869179525,9.953388935707675,68.42444558012268
Himachal Pradesh,2020,3.6804448652613346,9.006262828638247,64.11482826122594
Jammu & Kashmir,2011,5.417601975954379,11.896625622026079,107.30654534887945
Jammu & Kashmir,2012,5.798631276294128,12.378137670721296,118.43176006798365
Jammu & Kashmir,2013,14.682879614718146,4.717681849030259,119.25783697248808
Jammu & Kashmir,2014,5.42293167610772,12.68692368329392,122.9856780142624
Jammu & Kashmir,2015,3.5276108352930926,16.683589291855572,125.27027307330712
Jammu & Kashmir,2016,1.632289994478465,20.680254900417225,127.55486813235184
Jammu & Kashmir,2017,1.632289994478465,24.676920508978878,129.83946319139656
Jammu & Kashmir,2018,1.632289994478465,28.67358611754053,132.1240582504413
Jammu & Kashmir,2019,1.632289994478465,32.67025172610218,134.408653309486
Jammu & Kashmir,2020,1.632289994478465,36.666917334663836,136.6932483685307
Jharkhand,2011,22.439023018354796,33.45800307915056,201.46752843478436
Jharkhand,2012,23.108239649294376,35.0203651847314,195.42068706053155
Jharkhand,2013,22.694553356074515,34.99199331639197,174.16610672322307
Jharkhand,2014,20.456207704111698,31.653447620381108,165.95005327774138
Jharkhand,2015,22.286800292439807,33.98536997155505,162.19593740676697
Jharkhand,2016,20.261835821465013,33.10775517174473,164.14958936629745
Jharkhand,2017,20.164649880141667,33.834908947426534,163.24935741057553
Jharkhand,2018,25.406743438267917,34.26114795733046,162.3491254548537
Jharkhand,2019,18.2890310781579,35.171536566671755,138.94265279463076
Jharkhand,2020,19.175398984962623,36.021992011640194,136.99544140289453
Karnataka,2011,7.274743797874188,14.801509070108636,62.75841354953476
Karnataka,2012,7.064711580419175,14.305480438871099,62.71031483133139
Karnataka,2013,6.73215581396515,14.409270008012161,69.57581212472434
Karnataka,2014,6.641575341564991,14.130484924769497,68.74875746598774
Karnataka,2015,5.401457058733558,15.415079524738317,69.80913299520192
Karnataka,2016,4.839310935355148,17.031900283250323,68.4544882669532
Karnataka,2017,4.109598985648933,18.447402138406822,71.11059729924337
Karnataka,2018,3.546847063262486,19.79426004432751,73.9005443874577
Karnataka,2019,2.6558213831361654,20.95563880470814,76.79585745931445
Karnataka,2020,2.0083346042236343,21.960556823689338,79.35272302929187
Kerala,2011,3.387212656653021,12.545316736556543,38.95311632186542
Kerala,2012,3.39602951426471,11.639292929822743,43.616987852457434
Kerala,2013,3.3945182718695803,10.899667720657265,47.200351455054346
Kerala,2014,3.767063004835276,11.766127465835961,44.817086988027604
Kerala,2015,3.0526969896060594,12.064757898269006,43.81776925600293
Kerala,2016,2.5194770999026406,11.893500850494148,44.76157838439094
Kerala,2017,2.2736194633843385,12.56540096056237,47.0755024181137
Kerala,2018,2.3143357174897656,13.528329744510584,50.13040339132845
Kerala,2019,1.8608666239353495,13.916350651590017,51.73010949229902
Kerala,2020,1.8416499042881849,14.201128956831989,51.65627856711664
Madhya Pradesh,2011,11.465700856894582,19.098653661292534,128.32913607816192
Madhya Pradesh,2012,11.600354698103228,20.013905109572153,133.93769284088225
Madhya Pradesh,2013,11.14752408402436,20.370245236668733,131.7649037714618
Madhya Pradesh,2014,9.344945552471206,17.98028249716541,119.28814638011033
Madhya Pradesh,2015,10.56388185520466,20.35856840088943,96.17374770534275
Madhya Pradesh,2016,11.829797800399112,20.338294586544073,77.2415079386548
Madhya Pradesh,2017,12.54856327287382,20.33944077777657,60.83197469033986
Madhya Pradesh,2018,13.26732874534853,20.34058696900906,44.42244144202492
Madhya Pradesh,2019,13.986094217823242,20.34173316024155,28.012908193709983
Madhya Pradesh,2020,14.787232718445185,18.132498281260617,8.763312774037173
Maharashtra,2011,20.37789810527408,35.88055739519041,108.59762265395038
Maharashtra,2012,18.039295688313764,35.58489716879958,101.64543687989217
Maharashtra,2013,16.43272642782561,31.343356142830814,102.66392884586242
Maharashtra,2014,18.71028380981493,35.79377291016719,107.29321725593316
Maharashtra,2015,16.772860152684125,34.868918584758006,104.45812255345936
Maharashtra,2016,14.828841725800654,33.81776128600638,101.49466242985706
Maharashtra,2017,12.245627075932665,32.81566357357384,100.08815586669942
Maharashtra,2018,8.980617510810438,31.885579298845155,98.71148876864288
Maharashtra,2019,6.348729997276437,30.891753993457623,97.29857379061245
Maharashtra,2020,3.771739862630384,29.912237127165792,96.01072842972457
Meghalaya,2011,14.171893224578698,8.95733541727971,71.81927514754636
Meghalaya,2012,7.561329912183929,9.485554856410845,59.781375782205664
Meghalaya,2013,5.427653721682848,9.17101882316993,54.466840921791324
Meghalaya,2014,6.142673992673992,10.521237171940497,58.74083628253479
Meghalaya,2015,5.6155661516575135,9.476992385622513,54.05070806686667
Meghalaya,2016,6.293647027860207,6.703696846723838,40.02481251078972
Meghalaya,2017,6.0759117606764095,5.439778574565476,33.524920146129
Meghalaya,2018,5.858176493492613,4.175860302407114,27.025027781468278
Meghalaya,2019,5.640441226308816,2.911942030248752,20.525135416807554
Meghalaya,2020,5.72009663365136,1.600698270087866,13.69212327818415
Mizoram,2011,2.0,4.992540632359929,56.66539597853192
Mizoram,2012,2.0,5.216931146544327,58.99615838987944
Mizoram,2013,2.1368353872275043,5.739646825292461,48.69678386693145
Mizoram,2014,2.0331353695322685,5.651923076923077,43.27978122911863
Mizoram,2015,2.0586876001725907,5.951820809623845,38.43464947112812
Mizoram,2016,2.368607379042099,5.639699468682503,31.82929454288016
Mizoram,2017,2.6785271579116072,5.327578127741162,25.2239396146322
Mizoram,2018,2.9884469367811155,5.01545678679982,18.618584686384246
Mizoram,2019,3.298366715650624,4.703335445858478,12.013229758136287
Mizoram,2020,3.608286494520133,4.391214104917137,5.407874829888328
Nagaland,2011,2.0,6.134182959031261,82.33213174366088
Nagaland,2012,2.0,6.134182959031261,82.33213174366088
Nagaland,2013,2.0,5.244897959183674,92.9031117397454
Nagaland,2014,2.0,5.244897959183674,92.9031117397454
Nagaland,2015,2.0,6.827146464646464,107.80606060606061
Nagaland,2016,2.0,8.409394970109254,122.70900947237583
Nagaland,2017,2.0,9.991643475572046,137.61195833869104
Nagaland,2018,2.0,11.573891981034837,152.51490720500624
Nagaland,2019,2.0,13.156140486497627,167.41785607132147
Nagaland,2020,2.0,14.738388991960417,182.3208049376367
Odisha,2011,4.193707773611879,16.132175239417172,89.32978287970404
Odisha,2012,4.186808013203023,16.225261234582476,89.3336987688411
Odisha,2013,4.450157411031889,15.756232314580034,85.83236919584765
Odisha,2014,4.785303565140199,16.955095738123457,87.76321876057641
Odisha,2015,5.949033377208085,16.095231437207214,88.16804600634417
Odisha,2016,8.975376963112604,15.94316393214777,87.71649818189627
Odisha,2017,9.861691979250912,16.421716637574168,87.71302866925522
Odisha,2018,11.078544085468094,18.838146055329336,81.22063093743611
Odisha,2019,11.166493285915237,18.70955264203427,78.4140455952669
Odisha,2020,11.568558264625592,19.49732329665846,80.85365778160535
Puducherry,2011,11.45280364597109,13.767676200556895,38.709120030195336
Puducherry,2012,11.64750841386262,12.951251585511859,38.595902025656386
Puducherry,2013,10.94195810399557,12.85619213912626,39.12143751473407
Puducherry,2014,10.502211062078795,12.239334178782656,38.91664899899671
Puducherry,2015,9.252692364824718,10.581708630421865,34.7938242721331
Puducherry,2016,8.003173667570643,8.924083082061074,30.67099954526949
Puducherry,2017,6.753654970316566,7.266457533700283,26.548174818405876
Puducherry,2018,5.504136273062489,5.608831985339492,22.425350091542263
Puducherry,2019,4.254617575808412,3.951206436978701,18.30252536467865
Puducherry,2020,3.005098878554336,2.2935808886179103,14.179700637815039
Punjab,2011,10.045613812785819,24.769681624767145,145.78036639873204
Punjab,2012,9.873291280668244,25.98136164638253,150.88048282538202
Punjab,2013,8.903036538630847,23.70138196570075,142.3111069125893
Punjab,2014,8.287619527476116,22.36383969762004,126.90700930703451
Punjab,2015,7.196057942268888,19.054617998472192,107.14850521558188
Punjab,2016,7.541005004989435,20.06281199578281,103.2189039239232
Punjab,2017,7.5160542148228995,19.884165444373846,97.1394743824733
Punjab,2018,7.368867954989045,19.84907040070372,88.45425804152148
Punjab,2019,8.12998702783621,19.010137547924902,82.53911206171537
Punjab,2020,7.822523175314705,18.697204455607192,75.0739063244424
Rajasthan,2011,7.531798902274393,28.98212071730051,167.94508967502856
Rajasthan,2012,7.751762705514582,32.089610684621974,163.35313175798515
Rajasthan,2013,7.214222631251095,29.95700909978125,173.4671217406056
Rajasthan,2014,7.44386888628016,32.73018646407887,163.7490327620604
Rajasthan,2015,7.276917565661631,30.629142822395476,149.33207672457596
Rajasthan,2016,7.103828246922808,29.884590438415234,130.95080258868617
Rajasthan,2017,6.708576597412813,28.92861388098921,121.38200558621506
Rajasthan,2018,6.630462682954485,27.291574445305077,107.87772193101894
Rajasthan,2019,6.483565371344032,26.129223458655314,95.65415597877616
Rajasthan,2020,6.08839622800965,24.138127386295537,84.3845334953559
Tamil Nadu,2011,9.191829716284744,22.09643389492335,74.33166291867764
Tamil Nadu,2012,9.534408405996494,21.23215580275666,71.49171068611086
Tamil Nadu,2013,10.445585350825018,21.76519029732901,62.2969595874135
Tamil Nadu,2014,10.526199663434786,22.735817854803354,62.14030395287935
Tamil Nadu,2015,10.606755644144172,21.533909039493086,61.9798864042388
Tamil Nadu,2016,9.991029454265647,20.359368442535903,60.53339416793631
Tamil Nadu,2017,10.199455841546449,20.551083016196493,61.14123221602175
Tamil Nadu,2018,10.219015937262277,20.374996569732705,63.63972566863016
Tamil Nadu,2019,10.010108598637041,20.126385043967126,63.82134326502056
Tamil Nadu,2020,9.694308708176475,22.933506568025958,63.02693092550723
Telangana,2011,5.7517511371682986,16.677598821543697,72.90556166951674
Telangana,2012,5.793821491594665,16.36626608122144,80.67082758904411
Telangana,2013,6.608501143399431,16.988461579994095,79.78839435107372
Telangana,2014,5.568132128509005,19.178056723252247,75.58980608582311
Telangana,2015,6.752957523228799,18.49964962582135,72.89073914067005
Telangana,2016,7.499928895656781,18.192611413255147,61.37705408374241
Telangana,2017,7.572170202033074,17.625499976790557,57.46170432855206
Telangana,2018,7.435983871832436,18.852377764979416,54.52204904551466
Telangana,2019,7.542060283564856,17.35569898696205,50.71737817353511
Telangana,2020,7.849358323350774,16.593701544639107,46.434003836974895
Uttar Pradesh,2011,14.485459937103567,29.74668709739748,161.09274001317777
Uttar Pradesh,2012,13.802043696211921,29.439082624172652,176.13389889060218
Uttar Pradesh,2013,13.433082270124476,28.375269121560045,171.9858974498206
Uttar Pradesh,2014,13.782006237583804,28.520535131536143,165.8461186898529
Uttar Pradesh,2015,13.507924948489904,29.06462316890195,172.7408865917153
Uttar Pradesh,2016,12.945718659349149,30.023698999349346,179.14080003228673
Uttar Pradesh,2017,12.42291260339898,30.417216310044477,186.2392519522999
Uttar Pradesh,2018,11.898424027840296,30.522243675761274,191.1134457990223
Uttar Pradesh,2019,11.265697563800705,30.72268869199823,197.3777925522316
Uttar Pradesh,2020,10.721577828665115,30.74949275011904,203.19863862468546
Uttarakhand,2011,20.56034326426671,24.04943757933815,159.52842752118283
Uttarakhand,2012,21.660996235309327,25.71861412235137,163.89840821302917
Uttarakhand,2013,19.817403583671545,22.636130679579995,139.7861415384094
Uttarakhand,2014,19.817403583671545,22.636130679579995,139.7861415384094
Uttarakhand,2015,19.989233387279526,23.302026154427285,133.88336539134232
Uttarakhand,2016,20.16106319088751,23.96792162927457,127.98058924427528
Uttarakhand,2017,20.332892994495495,24.633817104121857,122.0778130972082
Uttarakhand,2018,20.504722798103476,25.29971257896914,116.17503695014118
Uttarakhand,2019,20.67655260171146,25.96560805381643,110.27226080307408
Uttarakhand,2020,20.848382405319445,26.631503528663714,104.36948465600703
West Bengal,2011,18.16550825538229,55.52894788602153,119.7158262262429
West Bengal,2012,43.98873876066099,40.53492493878508,96.21520583485358
West Bengal,2013,10.037526851044252,51.750450309278854,168.4972679880652
West Bengal,2014,8.967307091599885,53.42519604824716,119.69821721907482
West Bengal,2015,8.550146231081403,41.08554468126674,105.24074727737381
West Bengal,2016,6.975688318108796,44.00375911154643,83.47606499531132
West Bengal,2017,6.064499756215593,43.12270754554569,67.24646275794512
West Bengal,2018,5.15331119432239,42.24165597954495,51.01686052057894
West Bengal,2019,4.097365331121858,40.934685599262906,32.767219689602996
West Bengal,2020,3.5256321666017354,39.3730168338007,15.290123526716686
